Basin,District,Gross Capacity,Current Level,Current Storage,Flood Cushion,Inflow,Outflow,Year,Month,reservoir_id
Other,24,2.51,341.8,2.0,0.51,2207.0,2346.0,2024,10,9
Other,21,0.61,125.0,0.61,0.0,4368.0,4368.0,2024,10,10
Pennar,20,78.0,318.13,53.67,24.33,6116.0,11850.0,2024,10,11
Other,20,68.03,238.86,23.67,44.36,9650.0,1385.0,2024,10,12
Pennar,10,16.95,868.17,16.49,0.46,9200.0,6100.0,2024,10,14
Pennar,26,10.0,966.54,6.53,3.47,1410.0,230.0,2024,10,16
Pennar,26,9.98,656.66,5.84,4.14,0.0,341.0,2024,10,17
Pennar,26,6.0,912.78,5.28,0.72,770.0,70.0,2024,10,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,10,20
Pennar,26,1.6,653.48,1.43,0.17,0.0,15.0,2024,10,21
Pennar,3,0.31,236.9,0.27,0.04,1401.0,970.0,2024,10,22
Krishna,10,215.81,881.0,193.41,22.4,26234.0,47282.0,2024,11,1
Krishna,9,312.05,589.6,310.85,1.2,35628.0,49461.0,2024,11,2
Krishna,13,3.07,57.05,3.07,0.0,31172.0,31172.0,2024,11,4
Other,7,24.11,279.89,21.58,2.53,175.0,1300.0,2024,11,5
Pennar,26,17.74,670.96,8.83,8.91,1896.0,667.0,2024,11,6
Other,23,4.96,376.4,4.33,0.63,348.0,550.0,2024,11,7
Other,18,3.86,67.91,1.11,2.75,5916.0,1927.0,2024,11,8
Other,24,2.51,337.11,1.27,1.24,1524.0,1570.0,2024,11,9
Other,21,0.61,123.13,0.47,0.14,1450.0,1495.0,2024,11,10
Pennar,20,78.0,325.86,68.83,9.17,20065.0,12727.0,2024,11,11
Other,20,68.03,261.92,45.32,22.71,10000.0,1625.0,2024,11,12
Pennar,10,16.95,865.58,15.47,1.48,13800.0,15100.0,2024,11,14
Pennar,26,10.0,973.43,8.69,1.31,125.0,140.0,2024,11,16
Pennar,26,9.98,658.79,6.12,3.86,9000.0,9000.0,2024,11,17
Pennar,26,6.0,912.86,5.31,0.69,0.0,20.0,2024,11,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,11,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2024,11,21
Pennar,3,0.31,237.6,0.28,0.03,0.0,0.0,2024,11,22
